1.000000000000000021e-02 5.024999791668619542e-01 1.953101569363013813e-13
1.665230067550395321e-01 5.415348039969566374e-01 2.492095454396693754e-07
2.485081749797694584e-01 5.618092652036686951e-01 2.408694341416594019e-07
3.115221110009247507e-01 5.772567348719077618e-01 1.975892757569892438e-07
3.674984664197760709e-01 5.908543690061121012e-01 2.008763644046584780e-07
4.173695969886174195e-01 6.028536338672669803e-01 1.869435905335341996e-07
4.628701889001791137e-01 6.136948309150495051e-01 1.757659838449970820e-07
5.073683828690943587e-01 6.241893471940846982e-01 1.964390919324322538e-07
5.473446925379694683e-01 6.335193078998446747e-01 1.654314576022230986e-07
5.865293565258461461e-01 6.425684110615438316e-01 1.769643013490454186e-07
6.242560499496850879e-01 6.511858886451513673e-01 1.768672187272676119e-07
6.604621972702016119e-01 6.593641950158543041e-01 1.727921448902926099e-07
6.952784114313730335e-01 6.671400933059535854e-01 1.679374709332910383e-07
7.288743062777427451e-01 6.745581865015310985e-01 1.633901611678467362e-07
7.614086452399656535e-01 6.816594761335756925e-01 1.594207928004443833e-07
7.930173720890733025e-01 6.884788399054966312e-01 1.560252194920519438e-07
8.238139273631835957e-01 6.950453193748511449e-01 1.531250826763949797e-07
8.538927393606349225e-01 7.013830840597220506e-01 1.506348977033900251e-07
8.833329316240845497e-01 7.075123988946746545e-01 1.484809083146582891e-07
9.122014532724307401e-01 7.134504258775544727e-01 1.466038513329476834e-07
9.405555412396156001e-01 7.192118496391290972e-01 1.449570995802635807e-07
9.684446158680297678e-01 7.248093574807306094e-01 1.435040017172243964e-07
9.959117382106992267e-01 7.302540080840870251e-01 1.422155295008776535e-07
1.022994738531373127e+00 7.355555171224541500e-01 1.410684424492737049e-07
1.049727099595859858e+00 7.407224810235696344e-01 1.400439166484213694e-07
1.076138656163048601e+00 7.457625543907008270e-01 1.391265323349704241e-07
1.102256155334836674e+00 7.506825923241042808e-01 1.383035246837659299e-07
1.128103710336870069e+00 7.554887658334088485e-01 1.375642245334419400e-07
1.153703171696949692e+00 7.601866563676052957e-01 1.368996361206739432e-07
1.179074433657185006e+00 7.647813339503616303e-01 1.363021143576501214e-07
1.204235689254545827e+00 7.692774223039933190e-01 1.357651152127895180e-07
1.229203644310194132e+00 7.736791535436842171e-01 1.352830004119536611e-07
1.253993698222609865e+00 7.779904144344232941e-01 1.348508830516787706e-07
1.278620097714193715e+00 7.822147857644622393e-01 1.344645043006682221e-07
1.303096068370907856e+00 7.863555760593299304e-01 1.341201340590727351e-07
1.327433927817250892e+00 7.904158506092378023e-01 1.338144902616658817e-07
1.351645183602297351e+00 7.943984565894791627e-01 1.335446727866653826e-07
1.375740618279538197e+00 7.983060449036734063e-01 1.333081089718697082e-07
1.399730363697760271e+00 8.021410892621680944e-01 1.331025083700864686e-07
1.423623966154387910e+00 8.059059029153365916e-01 1.329258249705421354e-07
1.447430443770700181e+00 8.096026533876430342e-01 1.327762254527399502e-07
1.471158337215392686e+00 8.132333754992983055e-01 1.326520623725990754e-07
1.494815754714850398e+00 8.167999829146258550e-01 1.325518514013778880e-07
1.518410412135832388e+00 8.203042784175202939e-01 1.324742519101947478e-07
1.541949668801815498e+00 8.237479630827571064e-01 1.324180503332740708e-07
1.565440559602161663e+00 8.271326444859498084e-01 1.323821458534825973e-07
1.588889823869001461e+00 8.304598440735000420e-01 1.323655380355661199e-07
1.612303931426923853e+00 8.337310037960973252e-01 1.323673161124360714e-07
1.635689106161962059e+00 8.369474920944309781e-01 1.323866496422800999e-07
1.659051347408577515e+00 8.401106093134752539e-01 1.324227803762611044e-07
1.682396449411328376e+00 8.432215926111028548e-01 1.324750151117846337e-07
1.705730019084465976e+00 8.462816204181022872e-01 1.325427194329881392e-07
1.729057492262643381e+00 8.492918164990778118e-01 1.326253121896253767e-07
1.752384148611368708e+00 8.522532536573853568e-01 1.327222606077673476e-07
1.775715125345185053e+00 8.551669571218868393e-01 1.328330759831471083e-07
1.799055429882405521e+00 8.580339076485147265e-01 1.329573098368355175e-07
1.822409951550598262e+00 8.608550443657535522e-01 1.330945505103124398e-07
1.845783472442936723e+00 8.636312673896053838e-01 1.332444201100048969e-07
1.869180677514817646e+00 8.663634402307247573e-01 1.334065718030928256e-07
1.892606163999016156e+00 8.690523920136804525e-01 1.335806873763840264e-07
1.916064450209854497e+00 8.716989195261598544e-01 1.337664750518005752e-07
1.939559983799113096e+00 8.743037891139416873e-01 1.339636675315120138e-07
1.963097149519514639e+00 8.768677384357096427e-01 1.341720202247247347e-07
1.986680276546502810e+00 8.793914780903472339e-01 1.343913096777339158e-07
2.010313645402820981e+00 8.818756931279022604e-01 1.346213321201112686e-07
2.034001494527627685e+00 8.843210444544262749e-01 1.348619021846756508e-07
2.057748026526607710e+00 8.867281701397117244e-01 1.351128517316159888e-07
2.081557414136963047e+00 8.890976866361331998e-01 1.353740287981463885e-07
2.105433805937595881e+00 8.914301899159341458e-01 1.356452966309285411e-07
2.129381331832912227e+00 8.937262565336607789e-01 1.359265328298542388e-07
2.153404108335485567e+00 8.959864446197243204e-01 1.362176285579699935e-07
2.177506243671411656e+00 8.982112948105693828e-01 1.365184878333000004e-07
2.201691842730068238e+00 9.004013311203911130e-01 1.368290268767113958e-07
2.225965011878888067e+00 9.025570617589334654e-01 1.371491735423284600e-07
2.250329863661461260e+00 9.046789798994144816e-01 1.374788667834655598e-07
2.274790521396888199e+00 9.067675644003397872e-01 1.378180561696842194e-07
2.299351123697273902e+00 9.088232804846343438e-01 1.381667014745651075e-07
2.324015828918299054e+00 9.108465803791456761e-01 1.385247722703998611e-07
2.348788819558508045e+00 9.128379039174324694e-01 1.388922475958143768e-07
2.373674306620891183e+00 9.147976791083982651e-01 1.392691156348990462e-07
2.398676533950782286e+00 9.167263226731992010e-01 1.396553734484918409e-07
2.423799782562856109e+00 9.186242405525976151e-01 1.400510267197604529e-07
2.449048374970337338e+00 9.204918283868136486e-01 1.404560895491944602e-07
2.474426679528366702e+00 9.223294719696999433e-01 1.408705842564362248e-07
2.499939114804100804e+00 9.241375476789859267e-01 1.412945412237875587e-07
2.525590153985301178e+00 9.259164228841534339e-01 1.417279987554729238e-07
2.551384329339428714e+00 9.276664563334129365e-01 1.421710029632095150e-07
2.577326236735088649e+00 9.293879985211278560e-01 1.426236076699591455e-07
2.603420540237884495e+00 9.310813920369453989e-01 1.430858743430168523e-07
2.629671976792465227e+00 9.327469718977754454e-01 1.435578720354646141e-07
2.656085361003215350e+00 9.343850658637079531e-01 1.440396773582937763e-07
2.682665590025782532e+00 9.359959947388504231e-01 1.445313744646766293e-07
2.709417648582184146e+00 9.375800726580143518e-01 1.450330550443694520e-07
2.736346614112972198e+00 9.391376073601358510e-01 1.455448183624226859e-07
2.763457662079173094e+00 9.406689004491848305e-01 1.460667712834526904e-07
2.790756071428573293e+00 9.421742476433467850e-01 1.465990283334927502e-07
2.818247230240610968e+00 9.436539390131570837e-01 1.471417117695378687e-07
2.845936641565153025e+00 9.451082592092444612e-01 1.476949516710685304e-07
2.873829929470922639e+00 9.465374876802851167e-01 1.482588860494256838e-07
2.901932845320060572e+00 9.479418988817275293e-01 1.488336609604045009e-07
2.930251274286799656e+00 9.493217624758434336e-01 1.494194306582019278e-07
2.958791242138109290e+00 9.506773435235691405e-01 1.500163577441421440e-07
2.987558922296204234e+00 9.520089026686244793e-01 1.506246133399953850e-07
3.000000000000000000e+00 9.525741242270056031e-01 1.196462777030850617e-08
