-2.000000000000000000e+00 1.829140796410131178e-02 1.831563888873417867e-02
-1.959595959595959558e+00 2.146770212044887827e-02 2.149325046781771012e-02
-1.919191919191919116e+00 2.511322499097856653e-02 2.513993597173136765e-02
-1.878787878787878896e+00 2.928181451756297141e-02 2.930949091255603128e-02
-1.838383838383838453e+00 3.403079744386918598e-02 3.405919845899035153e-02
-1.797979797979798011e+00 3.942075939019164948e-02 3.944960067913143298e-02
-1.757575757575757569e+00 4.551522001580059207e-02 4.554417505850871795e-02
-1.717171717171717127e+00 5.238020478233754856e-02 5.240890778245269749e-02
-1.676767676767676685e+00 6.008370601629052510e-02 6.011175644456188266e-02
-1.636363636363636243e+00 6.869502754398855437e-02 6.872199640635963391e-02
-1.595959595959596022e+00 7.828400914999394944e-02 7.830944699895490968e-02
-1.555555555555555580e+00 8.892012948801901462e-02 8.894357612514940115e-02
-1.515151515151515138e+00 1.006714888371933736e-01 1.006924845754019193e-01
-1.474747474747474696e+00 1.136036762146660078e-01 1.136217744831941601e-01
-1.434343434343434254e+00 1.277785287804338588e-01 1.277933097677483310e-01
-1.393939393939394034e+00 1.432527951370657637e-01 1.432638800805546564e-01
-1.353535353535353369e+00 1.600767179536692064e-01 1.600837836054019303e-01
-1.313131313131313149e+00 1.782925552318440632e-01 1.782953479617649661e-01
-1.272727272727272707e+00 1.979330633687817476e-01 1.979314123158872896e-01
-1.232323232323232265e+00 2.190199688342019391e-01 2.190137974876284754e-01
-1.191919191919191823e+00 2.415624586298062149e-01 2.415517942198754375e-01
-1.151515151515151381e+00 2.655557226037374430e-01 2.655407027114923268e-01
-1.111111111111111160e+00 2.909795830093588331e-01 2.909604588643101564e-01
-1.070707070707070496e+00 3.177972482936567422e-01 3.177743843240189436e-01
-1.030303030303030276e+00 3.459542288523008158e-01 3.459280981787391518e-01
-9.898989898989898339e-01 3.753774522886691445e-01 3.753486280082055093e-01
-9.494949494949493918e-01 4.059746144774104559e-01 4.059437567632306343e-01
-9.090909090909089496e-01 4.376338004008958893e-01 4.376016396389107999e-01
-8.686868686868685074e-01 4.702234052722541469e-01 4.701907216571247217e-01
-8.282828282828282873e-01 5.035923818901206772e-01 5.035599821014019595e-01
-7.878787878787878451e-01 5.375708345343378491e-01 5.375395262959041798e-01
-7.474747474747474030e-01 5.719709730946755943e-01 5.719415385759607506e-01
-7.070707070707069608e-01 6.065884336516941255e-01 6.065616027863565130e-01
-6.666666666666665186e-01 6.412039635633008938e-01 6.411803884299547285e-01
-6.262626262626260765e-01 6.755854604500686200e-01 6.755656918730523763e-01
-5.858585858585856343e-01 7.094903455442216345e-01 7.094748130252462870e-01
-5.454545454545454142e-01 7.426682429218967041e-01 7.426572389044385769e-01
-5.050505050505049720e-01 7.748639274419213407e-01 7.748575967418177557e-01
-4.646464646464645298e-01 8.058204960398830385e-01 8.058188310540526089e-01
-4.242424242424240877e-01 8.352827096439677801e-01 8.352855516845784090e-01
-3.838383838383836455e-01 8.630004466466729696e-01 8.630074934538061182e-01
-3.434343434343432033e-01 8.887322038193833373e-01 8.887430229972801410e-01
-3.030303030303029832e-01 9.122485769982876525e-01 9.122626248163154816e-01
-2.626262626262625410e-01 9.333356519630726655e-01 9.333522966808300847e-01
-2.222222222222220989e-01 9.517982357890242273e-01 9.518167844230893682e-01
-1.818181818181816567e-01 9.674628606395873076e-01 9.674825879029631537e-01
