2.300000000000000100e-01 4.537678278044049662e+00
2.395495495495495453e-01 4.527840521961118192e+00
2.490990990990991083e-01 4.518031956927450743e+00
2.586486486486486713e-01 4.508252496326002223e+00
2.681981981981982344e-01 4.498502053796742395e+00
2.777477477477477419e-01 4.488780543235892040e+00
2.872972972972973049e-01 4.479087878795164457e+00
2.968468468468468680e-01 4.469423974881003403e+00
3.063963963963963755e-01 4.459788746153833472e+00
3.159459459459459385e-01 4.450182107527298037e+00
3.254954954954955015e-01 4.440603974167517620e+00
3.350450450450450646e-01 4.431054261492332280e+00
3.445945945945946276e-01 4.421532885170559979e+00
3.541441441441441351e-01 4.412039761121248738e+00
3.636936936936936982e-01 4.402574805512937672e+00
3.732432432432432057e-01 4.393137934762912700e+00
3.827927927927927687e-01 4.383729065536471126e+00
3.923423423423423317e-01 4.374348114746182681e+00
4.018918918918918948e-01 4.364994999551162103e+00
4.114414414414414578e-01 4.355669637356330171e+00
4.209909909909910208e-01 4.346371945811688953e+00
4.305405405405405839e-01 4.337101842811593500e+00
4.400900900900900914e-01 4.327859246494024426e+00
4.496396396396395989e-01 4.318644075239870261e+00
4.591891891891891619e-01 4.309456247672201812e+00
4.687387387387387250e-01 4.300295682655556284e+00
4.782882882882882880e-01 4.291162299295216975e+00
4.878378378378378510e-01 4.282056016936506282e+00
4.973873873873874141e-01 4.272976755164065388e+00
5.069369369369369771e-01 4.263924433801149050e+00
5.164864864864864291e-01 4.254898972908916832e+00
5.260360360360359921e-01 4.245900292785723451e+00
5.355855855855855552e-01 4.236928313966423332e+00
5.451351351351351182e-01 4.227982957221659177e+00
5.546846846846846812e-01 4.219064143557167412e+00
5.642342342342342443e-01 4.210171794213081853e+00
5.737837837837838073e-01 4.201305830663235596e+00
5.833333333333333703e-01 4.192466174614466468e+00
5.928828828828828224e-01 4.183652748005929567e+00
6.024324324324323854e-01 4.174865473008404493e+00
6.119819819819819484e-01 4.166104272023609667e+00
6.215315315315315114e-01 4.157369067683518438e+00
6.310810810810810745e-01 4.148659782849669853e+00
6.406306306306306375e-01 4.139976340612497197e+00
6.501801801801802005e-01 4.131318664290639653e+00
6.597297297297297636e-01 4.122686677430269064e+00
6.692792792792792156e-01 4.114080303804417582e+00
6.788288288288287786e-01 4.105499467412298209e+00
6.883783783783783417e-01 4.096944092478639554e+00
6.979279279279279047e-01 4.088414103453012594e+00
7.074774774774774677e-01 4.079909425009164536e+00
7.170270270270270307e-01 4.071429982044357132e+00
7.265765765765765938e-01 4.062975699678696095e+00
7.361261261261260458e-01 4.054546503254478296e+00
7.456756756756756088e-01 4.046142318335527399e+00
7.552252252252251719e-01 4.037763070706534840e+00
7.647747747747747349e-01 4.029408686372410564e+00
7.743243243243242979e-01 4.021079091557624885e+00
7.838738738738738610e-01 4.012774212705558341e+00
7.934234234234234240e-01 4.004493976477851547e+00
8.029729729729728760e-01 3.996238309753760376e+00
8.125225225225224390e-01 3.988007139629504927e+00
8.220720720720720021e-01 3.979800393417630033e+00
8.316216216216215651e-01 3.971617998646363112e+00
8.411711711711711281e-01 3.963459883058972011e+00
8.507207207207206912e-01 3.955325974613128182e+00
8.602702702702702542e-01 3.947216201480271636e+00
8.698198198198198172e-01 3.939130492044974119e+00
8.793693693693693803e-01 3.931068774904308505e+00
8.889189189189188323e-01 3.923030978867217300e+00
8.984684684684683953e-01 3.915017032953885590e+00
9.080180180180179583e-01 3.907026866395111320e+00
9.175675675675675214e-01 3.899060408631684460e+00
9.271171171171170844e-01 3.891117589313759950e+00
9.366666666666666474e-01 3.883198338300237751e+00
9.462162162162162105e-01 3.875302585658145560e+00
9.557657657657656625e-01 3.867430261662017088e+00
9.653153153153152255e-01 3.859581296793280103e+00
9.748648648648647885e-01 3.851755621739641811e+00
9.844144144144143516e-01 3.843953167394475123e+00
9.939639639639639146e-01 3.836173864856208482e+00
1.003513513513513589e+00 3.828417645427720117e+00
1.013063063063063041e+00 3.820684440615727873e+00
1.022612612612612715e+00 3.812974182130187906e+00
1.032162162162162167e+00 3.805286801883688952e+00
1.041711711711711619e+00 3.797622231990851027e+00
1.051261261261261293e+00 3.789980404767727684e+00
1.060810810810810745e+00 3.782361252731207379e+00
1.070360360360360419e+00 3.774764708598416618e+00
1.079909909909909871e+00 3.767190705286130203e+00
1.089459459459459545e+00 3.759639175910169939e+00
1.099009009009008997e+00 3.752110053784823762e+00
1.108558558558558449e+00 3.744603272422251550e+00
1.118108108108108123e+00 3.737118765531898035e+00
1.127657657657657575e+00 3.729656467019910160e+00
1.137207207207207249e+00 3.722216310988549104e+00
1.146756756756756701e+00 3.714798231735612966e+00
1.156306306306306375e+00 3.707402163753854119e+00
1.165855855855855827e+00 3.700028041730401007e+00
1.175405405405405501e+00 3.692675800546179943e+00
1.184954954954954953e+00 3.685345375275344004e+00
1.194504504504504405e+00 3.678036701184695723e+00
1.204054054054054079e+00 3.670749713733118647e+00
1.213603603603603531e+00 3.663484348571003579e+00
1.223153153153153205e+00 3.656240541539682809e+00
1.232702702702702657e+00 3.649018228670865227e+00
1.242252252252252109e+00 3.641817346186067894e+00
1.251801801801801783e+00 3.634637830496053823e+00
1.261351351351351235e+00 3.627479618200272427e+00
1.270900900900900909e+00 3.620342646086297300e+00
1.280450450450450361e+00 3.613226851129268447e+00
1.290000000000000036e+00 3.606132170491337163e+00
1.299549549549549488e+00 3.599058541521111820e+00
1.309099099099098940e+00 3.592005901753097419e+00
1.318648648648648614e+00 3.584974188907154691e+00
1.328198198198198066e+00 3.577963340887944099e+00
1.337747747747747740e+00 3.570973295784376056e+00
1.347297297297297192e+00 3.564003991869068244e+00
1.356846846846846866e+00 3.557055367597797613e+00
1.366396396396396318e+00 3.550127361608960364e+00
1.375945945945945770e+00 3.543219912723023945e+00
1.385495495495495444e+00 3.536332959941994147e+00
1.395045045045044896e+00 3.529466442448870644e+00
1.404594594594594570e+00 3.522620299607113203e+00
1.414144144144144022e+00 3.515794470960104334e+00
1.423693693693693696e+00 3.508988896230616383e+00
